article_id,garment_types,brand,Fabric,Pattern,Collar,Fastening,Neckline,Shape,Length,Fit,Color,sample
MW721C0BT-M11,casual_dress,WEEKEND MaxMara,Satin,Plain,Missing,Button,Crew neck,Fitted,Short,Regular Fit,Green,train
CE321C0DR-K11,denim_dress,Cecil,Denim,Missing,Turn-down collar,Button,Missing,Straight,Short,Regular Fit,Grey,train
MYJ21C014-J11,knitted_dress,myMo at night,Rib,Plain,Standing collar,Missing,Backless,Body-hugging,Short,Slim Fit,Purple,train
NK021C041-Q11,jersey_dress,Norma Kamali,Jersey,Plain,Turn-down collar,Missing,Off-the-shoulder,Fitted,Calf-length,Slim Fit,Black,val
SEZ21C081-P11,jersey_dress,Seasalt Cornwall,Jersey,Print,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Blue,train
TO121C12Y-Q11,jersey_dress,Tommy Hilfiger,Rib,Plain,Standing collar,Missing,Scoop neck,Fitted,Calf-length,Slim Fit,Black,val
MA321C12Z-Q11,casual_dress,Marc O'Polo,Jersey,Plain,Standing collar,Other,Crew neck,Flared,Knee-length,Regular Fit,Black,train
2BE21C0MZ-J11,casual_dress,Betty Barclay,Lace,Plain,Standing collar,Zip,Crew neck,Flared,Knee-length,Regular Fit,Pink,val
APH21C0AP-K11,casual_dress,Apricot,Chiffon,Animal print,Standing collar,Zip,Crew neck,Straight,Knee-length,Regular Fit,Green,val
CUI21C030-Q11,occasion_dress,Cult Gaia,Satin,Plain,Standing collar,Laces,Backless,Fitted,Long,Slim Fit,Black,train
V1021C32O-Q11,maxi_dress,VILA,Chiffon,Floral,Missing,Laces,Cache-coeur,Straight,Long,Regular Fit,Purple,val
WAH21C03O-Q11,evening_dress,WAL G TALL,Jersey,Plain,Standing collar,Zip,Low-cut v-neck,Fitted,Long,Regular Fit,Black,train
L4221C1KX-K11,denim_dress,Lauren Ralph Lauren,Denim,Plain,Turn-down collar,Zip,Cache-coeur,Fitted,Knee-length,Regular Fit,Black,val
TO121C0Y9-H11,casual_dress,Tommy Hilfiger,Jersey,Floral,Standing collar,Zip,Crew neck,Fitted,Short,Regular Fit,Yellow,train
UR621C00K-Q11,jersey_dress,Urban Classics,Jersey,Other,Missing,Missing,Crew neck,Missing,Short,Regular Fit,Grey,train
A0Q21C0XR-M11,evening_dress,AllSaints,Tulle,Plain,Standing collar,Missing,Cowl neck,Fitted,Calf-length,Slim Fit,Green,train
RI521C07H-T11,shift_dress,Rich & Royal,Mesh,Print,Standing collar,Missing,Missing,Straight,Calf-length,Slim Fit,Yellow,val
TO221C0OM-Q11,casual_dress,TOM TAILOR,Knit,Print,Standing collar,Button,Crew neck,Straight,Knee-length,Regular Fit,Grey,val
ARC21C07A-K11,knitted_dress,Armani Exchange,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Blue,train
WG021C12A-Q11,jersey_dress,WAL G.,Jersey,Plain,Missing,Zip,Low-cut v-neck,Body-hugging,Calf-length,Skinny Fit,Black,val
Y0021C0W3-K11,maxi_dress,Yoek,Rib,Plain,Standing collar,Zip,Low-cut v-neck,Straight,Long,Regular Fit,Blue,train
BR321C0ER-B11,evening_dress,Bruuns Bazaar,Lace,Print,Missing,Zip,Crew neck,Flared,Short,Regular Fit,Beige,val
V1021C3TO-C11,knitted_dress,VILA,Knit,Marl,Polo neck,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Grey,train
VM321C11A-A12,casual_dress,Vera Mont,Chiffon,Print,Missing,Zip,Backless,Flared,Calf-length,Regular Fit,Grey,train
SU221C0WL-J11,casual_dress,Superdry,Sweat,Plain,Hood,Missing,Missing,Straight,Extra short,Loose Fit,Pink,train
E1A21C05L-Q11,jersey_dress,Ellos Plus collection,Jersey,Marl,Standing collar,Missing,Crew neck,Flared,Calf-length,Regular Fit,Brown,train
L0S21C06X-N11,jersey_dress,Lauren Ralph Lauren Woman,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Knee-length,Slim Fit,Beige,val
KA321C0OX-G11,casual_dress,Kaffe,Missing,Floral,Standing collar,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,Orange,train
VEE21C0L8-M11,casual_dress,Vero Moda Curve,Missing,Plain,Standing collar,Button,Missing,Fitted,Calf-length,Regular Fit,Brown,val
SHI21C0IB-K11,evening_dress,Sheego,Chiffon,Plain,Standing collar,Button,V-neck,Straight,Knee-length,Regular Fit,Blue,train
PIU21C03M-Q11,shirt_dress,Pieces Curve,Missing,Plain,Turn-down collar,Button,V-neck,Fitted,Knee-length,Slim Fit,Black,train
HL421C09L-J11,knitted_dress,Hervé Léger,Knit,Plain,Missing,Zip,Backless,Body-hugging,Extra short,Skinny Fit,Beige,val
EDD21C0H3-C11,knitted_dress,EDITED,Rib,Marl,Polo neck,Missing,Crew neck,Fitted,Short,Slim Fit,Grey,train
V1021C2CB-C12,casual_dress,VILA,Jersey,Floral,Turn-down collar,Laces,Cache-coeur,Flared,Knee-length,Regular Fit,Grey,val
MNZ21C01T-J11,maxi_dress,Maliparmi,Satin,Floral,Standing collar,Missing,Scoop neck,Flared,Long,Regular Fit,Pink,train
IC221C0LK-C11,knitted_dress,ICHI,Jersey,Marl,Standing collar,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Grey,train
M9121C6W1-D11,evening_dress,Mango,Denim,Marl,Standing collar,Zip,Crew neck,Straight,Extra short,Slim Fit,Grey,val
ATJ21C040-K11,shift_dress,GOLDNER,Jersey,Plain,Standing collar,Zip,V-neck,Fitted,Knee-length,Slim Fit,Blue,train
UP121C1AV-N11,jersey_dress,Ulla Popken,Jersey,Print,Standing collar,Missing,Square neck,Straight,Calf-length,Loose Fit,Yellow,val
EL921J09S-Q11,work_dress,Ellesse,Sweat,Missing,Missing,Missing,Crew neck,Cocoon,Short,Loose Fit,Beige,train
M9121C6O7-Q11,knitted_dress,Mango,Jersey,Marl,Missing,Zip,Square neck,Straight,Extra short,Slim Fit,Grey,train
AN121C1KK-O11,casual_dress,Ana Alcazar,Satin,Print,Standing collar,Button,Crew neck,Flared,Short,Loose Fit,Beige,train
D5721C04T-B11,jersey_dress,DORIS STREICH,Jersey,Print,Missing,Missing,Crew neck,Flared,Long,Regular Fit,Black,train
Y0321C05H-M11,casual_dress,someday.,Satin,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Beige,train
M4K21C073-A11,casual_dress,Marimekko,Missing,Floral,Missing,Missing,Crew neck,Flared,Calf-length,Loose Fit,Beige,train
BQ021C05P-T11,maxi_dress,BONOBO Jeans,Chiffon,Floral,Missing,Laces,Backless,Flared,Long,Regular Fit,Yellow,val
F2121C06X-G11,knitted_dress,Fransa,Knit,Plain,Standing collar,Missing,Boat neck,Straight,Short,Loose Fit,Brown,val
PO221C0FA-K11,casual_dress,Polo Ralph Lauren,Missing,Colourful,Standing collar,Missing,Scoop neck,Flared,Calf-length,Slim Fit,Blue,train
V0H21C068-Q11,casual_dress,EVOKED VILA,Mesh,Print,Standing collar,Missing,Crew neck,Flared,Calf-length,Regular Fit,Green,train
BY221C0L0-Q11,maxi_dress,b.young,Jersey,Plain,Missing,Drawstring fastening,Low-cut v-neck,Fitted,Long,Regular Fit,Black,train
RI521C088-K11,casual_dress,Rich & Royal,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Short,Regular Fit,Blue,train
S2821C0BX-K14,casual_dress,Saint Tropez,Jersey,Print,Missing,Missing,Crew neck,Flared,Short,Regular Fit,Blue,train
CHV21C00Y-T11,jersey_dress,CHIARA FERRAGNI,Jersey,Colourful,Missing,Missing,Boat neck,Body-hugging,Short,Skinny Fit,Yellow,train
ATX21C00G-A11,casual_dress,Atelier Rêve,Chiffon,Plain,Standing collar,Drawstring fastening,Crew neck,Flared,Calf-length,Regular Fit,Beige,train
FOD21C0LQ-Q11,occasion_dress,Forever New,Satin,Plain,Missing,Zip,Cowl neck,Fitted,Long,Slim Fit,Black,val
MA321C12Z-K11,casual_dress,Marc O'Polo,Jersey,Plain,Missing,Button,Crew neck,Flared,Knee-length,Regular Fit,Blue,train
WF521U04O-N11,casual_dress,WE Fashion,Missing,Marl,Lapel collar,Button,Missing,Fitted,Short,Regular Fit,Green,train
ON321C0GY-Q16,jersey_dress,ONLY,Jersey,Print,Missing,Missing,Backless,Flared,Short,Regular Fit,Grey,train
EDD21C11E-Q11,casual_dress,EDITED,Satin,Plain,Standing collar,Drawstring fastening,Boat neck,Fitted,Extra short,Regular Fit,Black,val
WG021C16Y-J11,occasion_dress,WAL G.,Jersey,Plain,Standing collar,Drawstring fastening,Backless,Fitted,Long,Slim Fit,Pink,train
L4221C1RM-B11,occasion_dress,Lauren Ralph Lauren,Satin,Animal print,Missing,Zip,Cache-coeur,Fitted,Long,Slim Fit,Gold,train
S5F21C06D-Q11,knitted_dress,STAUD,Rib,Plain,Standing collar,Button,Backless,Fitted,Long,Slim Fit,Black,val
ONA21C0RF-K11,casual_dress,ONLY Carmakoma,Jersey,Animal print,Lapel collar,Button,V-neck,Straight,Calf-length,Regular Fit,Blue,train
23B21C00F-Q11,casual_dress,Bally,Missing,Plain,Standing collar,Zip,Scoop neck,Fitted,Short,Slim Fit,Black,train
PER21C02Y-J11,casual_dress,PETER HAHN,Missing,Print,Standing collar,Missing,Boat neck,Flared,Short,Regular Fit,Beige,train
JY121C18U-A11,casual_dress,JDY,Lace,Plain,Missing,Button,Crew neck,Fitted,Short,Regular Fit,White,val
1US21C0IN-M11,knitted_dress,usha,Knit,Striped,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Green,train
K3W21C018-A11,casual_dress,Karl Lagerfeld Jeans,Missing,Print,Missing,Missing,Crew neck,Straight,Short,Regular Fit,White,train
ES121C2HB-Q11,casual_dress,Esprit,Lace,Plain,Standing collar,Button,Missing,Straight,Short,Regular Fit,Black,train
QS021C0EJ-J11,casual_dress,Sister Jane,Chiffon,Missing,Turn-down collar,Button,Missing,Fitted,Calf-length,Regular Fit,Pink,train
HOW21C03Y-K11,maxi_dress,HotSquash,Chiffon,Print,Missing,Missing,Cache-coeur,Fitted,Long,Regular Fit,Red,train
TU221C03J-K11,casual_dress,TUZZI,Jersey,Plain,Standing collar,Zip,Missing,Fitted,Short,Regular Fit,Blue,train
NII21C06C-A11,shift_dress,Nicowa,Jersey,Plain,Standing collar,Missing,V-neck,Body-hugging,Short,Skinny Fit,White,val
TWG21C07U-K11,jersey_dress,Twist,Jersey,Striped,Turn-down collar,Button,Crew neck,Fitted,Short,Regular Fit,Beige,val
C0421C0KM-N11,casual_dress,Cartoon,Chiffon,Print,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Purple,train
BEJ21C1CB-G11,evening_dress,Bershka,Satin,Plain,Missing,Zip,Backless,Fitted,Short,Slim Fit,Red,val
CU221C0I2-K11,casual_dress,Culture,Missing,Paisley,Standing collar,Missing,V-neck,Fitted,Calf-length,Regular Fit,Grey,train
KRG21C02G-J11,evening_dress,Kraimod,Chiffon,Plain,Standing collar,Zip,Missing,Fitted,Knee-length,Regular Fit,Pink,train
M0721C06A-J11,casual_dress,Minus,Chiffon,Print,Missing,Belt,Cache-coeur,Fitted,Short,Regular Fit,Green,val
C2P21C0AF-M11,casual_dress,Cache Cache,Chiffon,Floral,Standing collar,Missing,Low-cut v-neck,Straight,Short,Regular Fit,Green,train
F2121C08Z-O11,knitted_dress,Fransa,Rib,Plain,Turn-down collar,Missing,Low-cut v-neck,Straight,Calf-length,Regular Fit,Brown,train
VEB21C09L-G11,shirt_dress,Vero Moda Tall,Chiffon,Plain,Turn-down collar,Button,Missing,Fitted,Knee-length,Regular Fit,Brown,val
M6429F192-M11,jersey_dress,MAMALICIOUS,Jersey,Marl,Missing,Missing,Backless,Fitted,Short,Regular Fit,Grey,train
AR321D0GW-K11,knitted_dress,ARMEDANGELS,Knit,Plain,Standing collar,Missing,Crew neck,Straight,Short,Loose Fit,Grey,train
M5821C0TU-T11,casual_dress,More & More,Chiffon,Print,Standing collar,Button,Crew neck,Fitted,Short,Regular Fit,Beige,train
F0I21C094-T11,casual_dress,Farm Rio,Satin,Colourful,Missing,Missing,Missing,Straight,Knee-length,Slim Fit,Orange,train
WG021C1C5-G11,evening_dress,WAL G.,Satin,Plain,Missing,Missing,Off-the-shoulder,Fitted,Short,Regular Fit,Red,train
AR321C0D2-Q11,casual_dress,ARMEDANGELS,Missing,Plain,Standing collar,Button,Crew neck,Flared,Calf-length,Regular Fit,Black,train
L8321C07C-M11,casual_dress,LASCANA,Missing,Plain,Standing collar,Belt,V-neck,Fitted,Short,Regular Fit,Green,train
M5921C1C2-T11,maxi_dress,Morgan,Jersey,Print,Missing,Missing,Low-cut v-neck,Flared,Long,Regular Fit,Pink,train
4AP21C26Q-J12,evening_dress,Apart,Chiffon,Plain,Missing,Zip,Crew neck,Flared,Knee-length,Regular Fit,Pink,train
ES929F0DF-K11,denim_dress,Esprit Maternity,Denim,Missing,Turn-down collar,Button,Missing,Straight,Knee-length,Regular Fit,Blue,train
KA321C160-Q11,casual_dress,Kaffe,Knit,Print,Standing collar,Laces,Low-cut v-neck,Flared,Calf-length,Regular Fit,Beige,val
WG021C1CZ-M11,maxi_dress,WAL G.,Jersey,Plain,Missing,Zip,Off-the-shoulder,Body-hugging,Long,Skinny Fit,Green,val
CR221C0V5-C11,casual_dress,Cream,Satin,Plain,Standing collar,Laces,Missing,Flared,Knee-length,Regular Fit,Beige,val
H5O21C02E-F11,occasion_dress,Halston,Tulle,Marl,Standing collar,Zip,Missing,Fitted,Long,Regular Fit,Gold,train
K3W21C00H-Q11,jersey_dress,Karl Lagerfeld Jeans,Jersey,Print,Standing collar,Missing,Missing,Straight,Short,Loose Fit,Black,val
GAH21C03M-T11,casual_dress,Gap Tall,Chiffon,Floral,Missing,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Pink,train
CU221C0HY-G11,casual_dress,Culture,Chiffon,Paisley,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Pink,train
ES121C2EP-H11,casual_dress,Esprit,Satin,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Orange,val
A1721C04W-O11,casual_dress,alife & kickin,Sweat,Plain,Hood,Missing,Missing,Straight,Knee-length,Loose Fit,Beige,val
VE121C4AF-K11,casual_dress,Vero Moda,Chiffon,Print,Standing collar,Missing,Missing,Fitted,Short,Regular Fit,Grey,train
FAB21C0BO-Q11,knitted_dress,faina,Knit,Marl,Lapel collar,Button,Low-cut v-neck,Fitted,Short,Slim Fit,Black,train
PUH21C039-Q11,casual_dress,PULZ,Chiffon,Animal print,Missing,Missing,Cache-coeur,Flared,Knee-length,Regular Fit,Brown,train
CR221C0VY-Q11,casual_dress,Cream,Missing,Plain,Hood,Button,Missing,Straight,Knee-length,Loose Fit,Black,val
NX321C452-G11,casual_dress,Next,Missing,Floral,Missing,Missing,Backless,Flared,Short,Loose Fit,Brown,train
M6429F1J6-Q11,jersey_dress,MAMALICIOUS,Rib,Plain,Missing,Missing,Crew neck,Body-hugging,Short,Slim Fit,Black,train
AR321C0EM-O11,casual_dress,ARMEDANGELS,Missing,Print,Standing collar,Zip,Low-cut v-neck,Straight,Long,Regular Fit,Brown,train
SHI21C0W3-T11,maxi_dress,Sheego,Chiffon,Floral,Ruffle collar,Laces,Cache-coeur,Fitted,Long,Regular Fit,Green,val
VE121C3Q6-A11,casual_dress,Vero Moda,Chiffon,Animal print,Ruffle collar,Missing,V-neck,Fitted,Short,Regular Fit,Pink,val
AN121C1NM-O11,evening_dress,Ana Alcazar,Satin,Plain,Standing collar,Laces,Missing,Straight,Calf-length,Regular Fit,Brown,train
JY121C0T6-Q11,casual_dress,JDY,Jersey,Plain,Missing,Missing,Backless,Flared,Knee-length,Loose Fit,Black,train
TOB21C0G1-Q11,jersey_dress,Tommy Jeans,Jersey,Plain,Standing collar,Missing,Missing,Fitted,Calf-length,Slim Fit,Black,train
EDD21C11T-B11,knitted_dress,EDITED,Jersey,Marl,Missing,Laces,Cache-coeur,Fitted,Short,Loose Fit,Beige,train
IZ021C047-A11,maxi_dress,IZIA,Missing,Polka dot,Missing,Drawstring fastening,Low-cut v-neck,Flared,Long,Regular Fit,Beige,train
SO221C19Y-B11,knitted_dress,s.Oliver,Knit,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Brown,train
M9121C6WQ-O11,maxi_dress,Mango,Missing,Marl,Standing collar,Button,Crew neck,Flared,Long,Slim Fit,Beige,train
BR321C0F4-M11,work_dress,Bruuns Bazaar,Knit,Plain,Missing,Zip,V-neck,Straight,Knee-length,Regular Fit,Green,train
IC221C0KR-B11,casual_dress,ICHI,Jersey,Checked,Missing,Button,Crew neck,Straight,Calf-length,Regular Fit,Beige,train
SOA21C0OQ-Q11,casual_dress,s.Oliver BLACK LABEL,Missing,Plain,Standing collar,Missing,Boat neck,Flared,Knee-length,Loose Fit,Black,train
WG021C1BP-M11,maxi_dress,WAL G.,Missing,Plain,Missing,Zip,Low-cut v-neck,Body-hugging,Long,Skinny Fit,Green,train
HL421C062-P11,knitted_dress,Hervé Léger,Knit,Plain,Standing collar,Zip,Low-cut v-neck,Body-hugging,Knee-length,Skinny Fit,Blue,train
PIT21C063-B11,casual_dress,Pieces Petite,Missing,Animal print,Missing,Missing,Cache-coeur,Straight,Short,Regular Fit,Beige,train
M3I21C111-B11,casual_dress,Massimo Dutti,Rib,Plain,Standing collar,Missing,Scoop neck,Flared,Calf-length,Regular Fit,Beige,val
BEJ21C1D9-T11,casual_dress,Bershka,Jersey,Animal print,Missing,Laces,Backless,Straight,Extra short,Regular Fit,Brown,val
A1721C03K-K11,jersey_dress,alife & kickin,Jersey,Plain,Missing,Missing,Crew neck,Other,Short,Regular Fit,Blue,train
VEI21C0DW-Q11,casual_dress,Versace Jeans Couture,Missing,Plain,Standing collar,Zip,Crew neck,Flared,Extra short,Regular Fit,Black,train
ONR29F03G-K11,jersey_dress,ONLY MATERNITY,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Regular Fit,Blue,val
BY221C0EQ-K11,jersey_dress,b.young,Jersey,Plain,Missing,Missing,V-neck,Missing,Long,Regular Fit,Blue,train
M9121C6KY-J11,maxi_dress,Mango,Satin,Plain,Standing collar,Laces,Crew neck,Flared,Long,Regular Fit,Pink,train
C5B21C02Q-J11,maxi_dress,CHIC by Lirette,Missing,Floral,Missing,Missing,V-neck,Flared,Long,Regular Fit,Beige,train
M5921C1C6-T11,casual_dress,Morgan,Jersey,Floral,Missing,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Green,val
ES121C2J2-K11,casual_dress,Esprit,Jersey,Plain,Other,Zip,Crew neck,Fitted,Knee-length,Regular Fit,Blue,val
STH21C16C-Q11,shift_dress,Stradivarius,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Body-hugging,Extra short,Skinny Fit,Black,train
SU221C0SN-Q12,casual_dress,Superdry,Missing,Print,Standing collar,Zip,Missing,Straight,Short,Regular Fit,Beige,val
WG021C1BM-K11,jersey_dress,WAL G.,Rib,Plain,Standing collar,Missing,Backless,Straight,Long,Skinny Fit,Black,val
4AP21C27W-K11,evening_dress,Apart,Lace,Plain,Standing collar,Zip,Boat neck,Straight,Knee-length,Regular Fit,Black,val
K4821C079-M11,evening_dress,KARL LAGERFELD,Jersey,Plain,Missing,Missing,Backless,Body-hugging,Knee-length,Skinny Fit,Green,train
CR221C0RU-Q12,casual_dress,Cream,Chiffon,Plain,Standing collar,Missing,V-neck,Straight,Calf-length,Loose Fit,Brown,train
QS121C0EZ-H11,casual_dress,QS,Missing,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Regular Fit,Pink,train
ONA21C0TO-J11,casual_dress,ONLY Carmakoma,Jersey,Plain,Standing collar,Missing,V-neck,Fitted,Short,Regular Fit,Pink,val
IC221C0IE-H11,shirt_dress,ICHI,Jersey,Animal print,Turn-down collar,Button,Crew neck,Straight,Knee-length,Regular Fit,Orange,val
LUQ21C076-E11,casual_dress,Luisa Spagnoli,Lace,Plain,Standing collar,Drawstring fastening,Henley,Flared,Calf-length,Regular Fit,Yellow,val
A0Q21C0R2-T11,casual_dress,AllSaints,Satin,Floral,Missing,Missing,Backless,Fitted,Calf-length,Slim Fit,Purple,val
Y0121C2AH-K11,shirt_dress,YAS,Chiffon,Plain,Turn-down collar,Button,Missing,Straight,Knee-length,Loose Fit,Blue,val
Z1721C0ZD-A11,casual_dress,Zizzi,Jersey,Floral,Missing,Missing,Crew neck,Cocoon,Knee-length,Loose Fit,Purple,train
PUC21C18Y-Q11,jersey_dress,PULL&BEAR,Jersey,Plain,Missing,Missing,Square neck,Straight,Knee-length,Regular Fit,Black,val
MO421C0BO-G11,casual_dress,Modström,Chiffon,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Orange,train
APH21C0DE-N11,maxi_dress,Apricot,Chiffon,Plain,Standing collar,Belt,Backless,Fitted,Long,Regular Fit,Brown,train
EDD21C0TD-Q11,casual_dress,EDITED,Chiffon,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Short,Loose Fit,Black,train
PE121C0VE-Q11,maxi_dress,Pepe Jeans,Satin,Marl,Missing,Laces,Backless,Flared,Long,Regular Fit,Black,train
L0S21C07R-K11,casual_dress,Lauren Ralph Lauren Woman,Denim,Marl,Standing collar,Missing,Low-cut v-neck,Fitted,Long,Regular Fit,Blue,train
NI121C01U-Q11,jersey_dress,Nike Sportswear,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Extra short,Loose Fit,Black,train
JD521C01O-Q11,jersey_dress,JDY Tall,Jersey,Plain,Missing,Missing,Cache-coeur,Fitted,Short,Regular Fit,Black,train
ONR29F02M-I11,casual_dress,ONLY MATERNITY,Chiffon,Plain,Standing collar,Button,Crew neck,Flared,Knee-length,Regular Fit,Brown,val
MW721C0C4-A11,evening_dress,WEEKEND MaxMara,Satin,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Beige,train
CD821C036-K11,jersey_dress,I.Code by IKKS,Jersey,Missing,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Beige,train
R5921C0I2-B11,knitted_dress,Ragwear,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Short,Slim Fit,Beige,train
HL421C09F-F11,evening_dress,Hervé Léger,Knit,Marl,Missing,Zip,Low-cut v-neck,Body-hugging,Extra short,Skinny Fit,Beige,train
L0S21C07Q-B11,jersey_dress,Lauren Ralph Lauren Woman,Jersey,Floral,Missing,Zip,Crew neck,Fitted,Calf-length,Regular Fit,Brown,train
SHI21C0J1-K11,casual_dress,Sheego,Chiffon,Plain,Standing collar,Button,V-neck,Straight,Knee-length,Regular Fit,Grey,train
H0421C08T-Q11,casual_dress,Hollister Co.,Jersey,Plain,Missing,Missing,Backless,Fitted,Short,Slim Fit,Black,train
DK121C0WJ-G11,evening_dress,DKNY,Chiffon,Plain,Standing collar,Zip,Missing,Fitted,Short,Slim Fit,Purple,train
SG721C06I-K11,evening_dress,Swing,Chiffon,Plain,Standing collar,Zip,Crew neck,Missing,Short,Regular Fit,Blue,train
V1021C46Y-I11,evening_dress,VILA,Chiffon,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Pink,val
V1021C3O8-N11,casual_dress,VILA,Jersey,Plain,Standing collar,Belt,Backless,Fitted,Short,Regular Fit,Beige,val
CE321C0CS-M11,casual_dress,Cecil,Chiffon,Print,Missing,Drawstring fastening,V-neck,Fitted,Calf-length,Regular Fit,Green,val
PAX21C0KH-T11,casual_dress,Paprika,Chiffon,Floral,Missing,Belt,Cache-coeur,Fitted,Calf-length,Regular Fit,Orange,train
HEN21C03H-M11,casual_dress,Henrik Vibskov,Knit,Plain,Standing collar,Missing,Missing,Cocoon,Calf-length,Regular Fit,Green,val
4AP21C293-K11,shift_dress,Apart,Denim,Print,Turn-down collar,Button,Missing,Straight,Calf-length,Loose Fit,Green,train
BY221C0JO-Q11,casual_dress,b.young,Chiffon,Plain,Missing,Missing,Crew neck,Flared,Knee-length,Regular Fit,Black,train
M3I21C0VI-M11,maxi_dress,Massimo Dutti,Satin,Print,Standing collar,Button,Backless,Straight,Long,Regular Fit,Gold,val
HU721C0QU-J11,evening_dress,HUGO,Jersey,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Slim Fit,Pink,train
EA721C010-A11,jersey_dress,EA7 Emporio Armani,Jersey,Print,Missing,Missing,Crew neck,Body-hugging,Knee-length,Slim Fit,White,train
UP121C1D0-Q11,jersey_dress,Ulla Popken,Jersey,Floral,Standing collar,Missing,Square neck,Straight,Calf-length,Regular Fit,Blue,val
6MO21C06D-Q11,occasion_dress,MOSCHINO,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Regular Fit,Black,train
